nmun,desciel,dh,dirvienc,dirvieng,dpt,dsem,hloc,hr,ides,idmun,lat,lon,nes,nhor,prec,probprec,raf,temp,velvien
Tepetlán,Cielo nublado,6,Este,94.26,23.32,Lunes,2023-09-11 14:00:00,56.55,30,166,19.6739,-96.7960,Veracruz de Ignacio de la Llave,114, 0.40, 0.00, 9.51,27.49, 8.34
Tepetongo,Despejado,6,Noreste,64.29,16.19,Lunes,2023-09-11 14:00:00,21.74,32,46,22.4613,-103.1479,Zacatecas,114, 0.00, 0.00,19.33,27.05,12.03
Tepetzintla,Medio nublado,6,Noreste,32.83,16.90,Lunes,2023-09-11 14:00:00,46.07,21,167,19.9671,-97.8410,Puebla,114, 0.00, 0.00,14.10,22.33, 9.95
Tepexco,Cielo nublado,6,Sur,200.45,20.91,Lunes,2023-09-11 14:00:00,40.14,21,168,18.6416,-98.6905,Puebla,114, 0.00, 0.00,10.44,27.53, 8.54
Tepexi de Rodríguez,Cielo cubierto,6,Sur,191.10,18.60,Lunes,2023-09-11 14:00:00,31.54,21,169,18.5810,-97.9262,Puebla,114, 0.00, 0.00,13.11,26.89, 9.66
Tepeyahualco,Medio nublado,6,Este,93.70,14.60,Lunes,2023-09-11 14:00:00,37.50,21,170,19.4920,-97.4922,Puebla,114, 0.07, 0.00,16.38,21.42,13.30
Tepeyahualco de Cuauhtémoc,Cielo nublado,6,Sur,182.39,17.38,Lunes,2023-09-11 14:00:00,29.68,21,171,18.8131,-97.8780,Puebla,114, 0.00, 0.00, 8.31,26.03, 6.09
Tepeyanco,Cielo nublado,6,Oeste,270.80,13.64,Lunes,2023-09-11 14:00:00,31.10,29,29,19.2456,-98.2360,Tlaxcala,114, 0.01, 0.00, 7.20,21.70, 3.60
Tepezalá,Despejado,6,Noreste,45.23,17.03,Lunes,2023-09-11 14:00:00,18.94,1,9,22.2242,-102.1670,Aguascalientes,114, 0.00, 0.00,21.36,28.99,20.50
Tepic,Medio nublado,7,Noroeste,294.06,27.12,Lunes,2023-09-11 14:00:00,62.31,18,17,21.5074,-104.8938,Nayarit,114, 0.24, 0.00,11.44,30.73, 9.32
Tepotzotlán,Despejado,6,Suroeste,231.35,11.56,Lunes,2023-09-11 14:00:00,27.66,15,95,19.7138,-99.2235,Estado de México,114, 0.00, 0.00,13.66,20.32, 9.52
Tepoztlán,Cielo cubierto,6,Sur,191.54,18.35,Lunes,2023-09-11 14:00:00,52.46,17,20,18.9865,-99.1012,Morelos,114, 0.13, 0.00,11.24,22.90,10.71
Tequila,Despejado,6,Sur,163.53,20.83,Lunes,2023-09-11 14:00:00,31.32,14,94,20.8794,-103.8356,Jalisco,114, 0.03, 0.00,17.81,29.31, 4.62
Tequisquiapan,Despejado,6,Noreste,59.79,16.67,Lunes,2023-09-11 14:00:00,23.05,22,17,20.5188,-99.8838,Querétaro de Arteaga,114, 0.00, 0.00,15.82,27.12,14.15
Tequixquiac,Despejado,6,Este,99.68,13.15,Lunes,2023-09-11 14:00:00,24.16,15,96,19.9103,-99.1489,Estado de México,114, 0.00, 0.00,14.47,22.98,12.54
Terrenate,Cielo cubierto,6,Noreste,42.83,11.26,Lunes,2023-09-11 14:00:00,33.68,29,30,19.4774,-97.9191,Tlaxcala,114, 0.00, 0.00, 9.47,18.61, 7.87
Tetecala,Cielo cubierto,6,Sureste,148.45,21.33,Lunes,2023-09-11 14:00:00,58.86,17,21,18.7290,-99.3986,Morelos,114, 0.00, 0.00, 5.72,25.14, 5.52
Tetela de Ocampo,Cielo nublado,6,Noreste,23.90,15.02,Lunes,2023-09-11 14:00:00,44.30,21,172,19.8168,-97.8060,Puebla,114, 0.00, 0.00,14.59,20.66,10.03
Tetela del Volcán,Cielo nublado,6,Sur,191.10,16.59,Lunes,2023-09-11 14:00:00,46.01,17,22,18.8935,-98.7301,Morelos,114, 0.13, 0.00,11.39,22.02,10.99
Teteles de Avila Castillo,Cielo cubierto,6,Noreste,57.64,16.10,Lunes,2023-09-11 14:00:00,51.48,21,173,19.8583,-97.4572,Puebla,114, 0.00, 0.00,14.13,20.71,10.31
Tetepango,Despejado,6,Noreste,29.82,13.80,Lunes,2023-09-11 14:00:00,24.51,13,65,20.1027,-99.1561,Hidalgo,114, 0.00, 0.00,18.43,23.58,16.51
Tetipac,Cielo cubierto,6,Sureste,156.83,21.24,Lunes,2023-09-11 14:00:00,64.11,12,60,18.6494,-99.6490,Guerrero,114, 0.41, 0.00, 6.13,24.43, 5.90
Tetiz,Cielo cubierto,6,Este,76.26,29.56,Lunes,2023-09-11 14:00:00,45.13,31,87,20.9619,-89.9334,Yucatán,114, 0.01,95.00,13.88,35.75, 6.65
Tetla de la Solidaridad,Cielo cubierto,6,Noreste,59.81,11.46,Lunes,2023-09-11 14:00:00,33.50,29,31,19.4414,-98.1041,Tlaxcala,114, 0.00, 0.00, 8.51,18.86, 8.01
Tetlatlahuca,Cielo nublado,6,Suroeste,235.63,13.67,Lunes,2023-09-11 14:00:00,31.82,29,32,19.2316,-98.2957,Tlaxcala,114, 0.03, 0.00, 8.38,21.56, 5.46
Teuchitlán,Despejado,6,Suroeste,226.98,21.95,Lunes,2023-09-11 14:00:00,29.81,14,95,20.6853,-103.8492,Jalisco,114, 0.00, 0.00,11.87,30.89, 4.52
Texcaltitlán,Cielo cubierto,6,Suroeste,221.69,16.67,Lunes,2023-09-11 14:00:00,76.31,15,97,18.9304,-99.9393,Estado de México,114, 1.00, 0.00, 8.80,18.53, 7.87
Texcalyacac,Cielo cubierto,6,Este,107.38,10.45,Lunes,2023-09-11 14:00:00,47.29,15,98,19.1322,-99.5031,Estado de México,114, 0.23, 0.00,11.38,15.43, 9.74
Texcatepec,Despejado,6,Este,69.06,23.42,Lunes,2023-09-11 14:00:00,52.50,30,170,20.5848,-98.3646,Veracruz de Ignacio de la Llave,114, 0.00, 0.00,11.71,28.15,11.51
Texcoco,Cielo nublado,6,Sureste,152.74,13.26,Lunes,2023-09-11 14:00:00,27.36,15,99,19.5134,-98.8815,Estado de México,114, 0.07, 0.00,13.73,22.23,12.33
Texhuacán,Cielo cubierto,6,Este,77.26,19.47,Lunes,2023-09-11 14:00:00,50.39,30,171,18.6206,-97.0387,Veracruz de Ignacio de la Llave,114, 0.01, 0.00,10.44,24.36, 7.62
Texistepec,Medio nublado,6,Noroeste,327.41,29.60,Lunes,2023-09-11 14:00:00,67.40,30,172,17.8943,-94.8153,Veracruz de Ignacio de la Llave,114, 1.61,85.00,10.59,32.62, 6.58
Teya,Cielo nublado,6,Este,74.42,29.81,Lunes,2023-09-11 14:00:00,35.75,31,88,21.0485,-89.0737,Yucatán,114, 0.00,91.25,12.14,37.83,11.59
Teziutlán,Cielo cubierto,6,Sureste,124.97,17.94,Lunes,2023-09-11 14:00:00,52.16,21,174,19.8180,-97.3609,Puebla,114, 0.00, 0.00,12.58,22.52,10.82
Tezonapa,Cielo cubierto,6,Este,71.71,26.36,Lunes,2023-09-11 14:00:00,52.42,30,173,18.6068,-96.6875,Veracruz de Ignacio de la Llave,114, 0.00, 1.33, 7.32,31.23, 6.50
Tezontepec de Aldama,Despejado,6,Noreste,42.50,14.36,Lunes,2023-09-11 14:00:00,23.10,13,67,20.1928,-99.2727,Hidalgo,114, 0.00, 0.00,19.35,24.61,18.05
Tezoyuca,Medio nublado,6,Sur,167.54,13.46,Lunes,2023-09-11 14:00:00,23.49,15,100,19.5903,-98.9085,Estado de México,114, 0.00, 0.00,13.65,23.52,10.82
Teúl de González Ortega,Despejado,6,Sureste,146.92,18.25,Lunes,2023-09-11 14:00:00,28.11,32,47,21.4641,-103.4620,Zacatecas,114, 0.00, 0.00,17.78,27.37, 7.62
Tianguismanalco,Cielo nublado,6,Sureste,149.04,13.98,Lunes,2023-09-11 14:00:00,36.98,21,175,18.9778,-98.4482,Puebla,114, 0.06, 0.00,12.21,20.83, 9.32
Tianguistenco,Cielo cubierto,6,Este,82.63,14.75,Lunes,2023-09-11 14:00:00,39.81,15,101,19.1812,-99.4674,Estado de México,114, 0.20, 0.00,11.40,21.12,10.98
Tianguistengo,Despejado,6,Noreste,65.19,22.50,Lunes,2023-09-11 14:00:00,46.59,13,68,20.7282,-98.6309,Hidalgo,114, 0.00, 0.00,12.82,28.10,12.15
Ticul,Cielo cubierto,6,Noreste,48.11,29.00,Lunes,2023-09-11 14:00:00,40.93,31,89,20.3983,-89.5344,Yucatán,114, 0.00,95.00,10.95,35.89, 6.68
Tierra Blanca,Despejado,6,Noreste,54.72,16.24,Lunes,2023-09-11 14:00:00,24.68,11,40,21.1000,-100.1592,Guanajuato,114, 0.00, 0.00,17.95,26.17,15.71
Tierra Nueva,Despejado,6,Este,70.46,18.40,Lunes,2023-09-11 14:00:00,23.64,24,43,21.6675,-100.5739,San Luis Potosí,114, 0.00, 0.00,27.08,28.82,26.18
Tihuatlán,Despejado,6,Este,109.18,26.89,Lunes,2023-09-11 14:00:00,39.36,30,175,20.7167,-97.5379,Veracruz de Ignacio de la Llave,114, 0.00, 0.00,14.45,34.00,12.57
Tijuana,Poco nuboso,7,Oeste,269.56,23.05,Lunes,2023-09-11 14:00:00,34.81,2,4,32.5325,-117.0189,Baja California,114, 0.00, 0.00,16.56,31.20,16.13
Tila,Medio nublado,6,Sureste,139.25,25.53,Lunes,2023-09-11 14:00:00,57.15,7,96,17.3006,-92.4259,Chiapas,114, 0.49,95.00,12.61,29.72, 8.47
Tilapa,Cielo cubierto,6,Sur,188.11,20.43,Lunes,2023-09-11 14:00:00,38.02,21,176,18.5916,-98.5564,Puebla,114, 0.00, 0.00,11.10,27.43, 8.29
Timilpan,Despejado,6,Noreste,52.31,13.66,Lunes,2023-09-11 14:00:00,35.45,15,102,19.8762,-99.7338,Estado de México,114, 0.00, 0.00,15.89,20.79,13.66
Timucuy,Medio nublado,6,Noreste,54.84,29.86,Lunes,2023-09-11 14:00:00,40.52,31,90,20.8105,-89.5135,Yucatán,114, 0.00,95.00, 8.84,36.88, 4.52
Tingambato,Despejado,6,Sur,166.59,17.07,Lunes,2023-09-11 14:00:00,46.30,16,90,19.5019,-101.8535,Michoacán de Ocampo,114, 0.33, 0.00,13.45,22.49, 5.83
Tingüindín,Despejado,6,Oeste,275.55,21.01,Lunes,2023-09-11 14:00:00,40.60,16,91,19.7391,-102.4829,Michoacán de Ocampo,114, 0.05, 0.00,15.24,27.56, 6.23
Tinum,Cielo nublado,6,Este,106.57,29.40,Lunes,2023-09-11 14:00:00,37.34,31,91,20.7671,-88.3912,Yucatán,114, 0.00,95.00,10.47,37.05, 6.76
Tiquicheo de Nicolás Romero,Despejado,6,Sur,193.43,25.39,Lunes,2023-09-11 14:00:00,54.29,16,92,18.9005,-100.7365,Michoacán de Ocampo,114, 0.02, 0.00, 7.06,29.94, 6.90
Tixcacalcupul,Medio nublado,6,Noreste,45.25,29.76,Lunes,2023-09-11 14:00:00,37.51,31,92,20.5371,-88.2703,Yucatán,114, 0.00,95.00,12.93,37.40, 6.70
Tixkokob,Medio nublado,6,Sureste,147.93,30.14,Lunes,2023-09-11 14:00:00,38.14,31,93,21.0026,-89.3950,Yucatán,114, 0.02,95.00, 8.18,37.67, 3.68
Tixmehuac,Medio nublado,6,Este,111.98,29.06,Lunes,2023-09-11 14:00:00,33.66,31,94,20.2357,-89.1090,Yucatán,114, 0.00,95.00, 9.42,37.52, 7.31
Tixpéhual,Medio nublado,6,Sur,175.47,30.04,Lunes,2023-09-11 14:00:00,41.42,31,95,20.9782,-89.4419,Yucatán,114, 0.02,95.00, 8.67,36.89, 5.57
Tixtla de Guerrero,Cielo cubierto,6,Sureste,134.97,19.22,Lunes,2023-09-11 14:00:00,66.94,12,61,17.5667,-99.3983,Guerrero,114, 0.52, 0.00, 4.64,22.07, 4.41
Tizapán el Alto,Despejado,6,Este,104.54,20.75,Lunes,2023-09-11 14:00:00,38.42,14,96,20.1586,-103.0392,Jalisco,114, 0.00, 0.00,12.40,27.70, 7.00
Tizayuca,Despejado,6,Noreste,27.40,12.91,Lunes,2023-09-11 14:00:00,22.74,13,69,19.8411,-98.9816,Hidalgo,114, 0.00, 0.00,14.82,23.15,13.23
Tizimín,Cielo cubierto,6,Noreste,48.19,29.43,Lunes,2023-09-11 14:00:00,46.61,31,96,21.1433,-88.1520,Yucatán,114, 0.00,78.27,25.35,35.59,14.07
Tlachichilco,Despejado,6,Este,90.25,25.17,Lunes,2023-09-11 14:00:00,53.94,30,180,20.6216,-98.1990,Veracruz de Ignacio de la Llave,114, 0.00, 0.00, 9.18,29.76, 8.69
Tlachichuca,Medio nublado,6,Sur,158.04,14.98,Lunes,2023-09-11 14:00:00,50.01,21,179,19.1156,-97.4191,Puebla,114, 0.45, 0.00,11.93,19.80, 9.86
Tlacoachistlahuaca,Cielo nublado,6,Suroeste,220.10,24.43,Lunes,2023-09-11 14:00:00,57.66,12,62,16.8099,-98.3017,Guerrero,114, 1.47, 0.00, 7.05,28.52, 6.83
Tlacoapa,Cielo cubierto,6,Suroeste,210.05,14.90,Lunes,2023-09-11 14:00:00,68.86,12,63,17.2599,-98.7482,Guerrero,114, 0.38, 0.00, 5.40,17.44, 4.37
Tlacojalpan,Cielo nublado,6,Oeste,278.17,29.13,Lunes,2023-09-11 14:00:00,65.56,30,176,18.2309,-95.9476,Veracruz de Ignacio de la Llave,114, 0.00,10.00, 9.37,32.35, 6.89
Tlacolula de Matamoros,Cielo nublado,6,Este,88.86,21.89,Lunes,2023-09-11 14:00:00,51.50,20,551,16.9556,-96.4792,Oaxaca,114, 0.80, 0.00,11.21,26.74, 8.38
Tlacolulan,Cielo nublado,6,Noreste,42.60,19.42,Lunes,2023-09-11 14:00:00,55.59,30,177,19.6649,-97.0014,Veracruz de Ignacio de la Llave,114, 0.25, 0.00,10.39,23.59, 8.22
Tlacotalpan,Cielo nublado,6,Noreste,53.11,28.31,Lunes,2023-09-11 14:00:00,64.56,30,178,18.6130,-95.6563,Veracruz de Ignacio de la Llave,114, 0.10, 0.00,11.22,31.64,10.10
Tlacotepec Plumas,Cielo cubierto,6,Este,72.67,16.12,Lunes,2023-09-11 14:00:00,38.48,20,552,17.8508,-97.4328,Oaxaca,114, 0.00, 0.00,12.88,22.81,10.01
Tlacotepec de Benito Juárez,Cielo cubierto,6,Sureste,139.13,17.42,Lunes,2023-09-11 14:00:00,33.17,21,177,18.6828,-97.6535,Puebla,114, 0.02, 0.00,14.41,25.25,13.90
Tlacotepec de Mejía,Cielo nublado,6,Este,90.10,25.82,Lunes,2023-09-11 14:00:00,58.20,30,179,19.1921,-96.8365,Veracruz de Ignacio de la Llave,114, 0.03, 0.00, 7.07,29.86, 6.08
Tlacuilotepec,Despejado,6,Este,67.53,23.52,Lunes,2023-09-11 14:00:00,58.86,21,178,20.3263,-98.0689,Puebla,114, 0.00, 0.00, 9.22,27.41, 8.68
Tlahualilo,Despejado,6,Este,87.80,21.02,Lunes,2023-09-11 14:00:00,16.54,10,36,26.1074,-103.4392,Durango,114, 0.00, 0.00,12.03,34.43, 7.83
Tlahuapan,Cielo cubierto,6,Este,111.80,11.24,Lunes,2023-09-11 14:00:00,31.76,21,180,19.3305,-98.5824,Puebla,114, 0.10, 0.00,11.29,19.00, 9.77
Tlahuelilpan,Despejado,6,Noreste,36.07,14.14,Lunes,2023-09-11 14:00:00,23.76,13,70,20.1306,-99.2347,Hidalgo,114, 0.00, 0.00,19.16,24.17,17.14
Tlahuiltepa,Despejado,6,Noreste,40.83,19.49,Lunes,2023-09-11 14:00:00,34.07,13,71,20.9239,-98.9502,Hidalgo,114, 0.00, 0.00,15.29,27.27,15.08
Tlajomulco de Zúñiga,Despejado,6,Sureste,115.49,20.87,Lunes,2023-09-11 14:00:00,30.09,14,97,20.4736,-103.4431,Jalisco,114, 0.00, 0.00,12.27,29.66, 4.73
Tlalchapa,Cielo nublado,6,Suroeste,243.05,27.12,Lunes,2023-09-11 14:00:00,66.29,12,64,18.4087,-100.4783,Guerrero,114, 0.06, 0.00, 4.64,30.21, 4.22
Tlalixcoyan,Cielo nublado,6,Noreste,56.06,28.83,Lunes,2023-09-11 14:00:00,63.07,30,181,18.8022,-96.0609,Veracruz de Ignacio de la Llave,114, 0.00, 1.29, 7.74,32.35, 6.62
Tlalixtac de Cabrera,Cielo cubierto,6,Este,87.25,19.86,Lunes,2023-09-11 14:00:00,55.64,20,553,17.0745,-96.6484,Oaxaca,114, 0.81, 0.00, 6.41,24.05, 5.40
Tlalixtaquilla de Maldonado,Cielo cubierto,6,Noroeste,319.82,15.10,Lunes,2023-09-11 14:00:00,49.52,12,65,17.5745,-98.3699,Guerrero,114, 0.16, 0.00, 5.70,19.95, 4.97
Tlalmanalco,Cielo cubierto,6,Suroeste,216.95,12.22,Lunes,2023-09-11 14:00:00,36.64,15,103,19.2059,-98.8026,Estado de México,114, 0.14, 0.00,11.15,19.05, 8.09
Tlalnelhuayocan,Medio nublado,6,Este,94.21,19.40,Lunes,2023-09-11 14:00:00,57.72,30,182,19.5647,-96.9739,Veracruz de Ignacio de la Llave,114, 0.20, 0.00,10.81,23.30, 8.35
Tlalnepantla,Cielo cubierto,6,Sur,197.00,17.14,Lunes,2023-09-11 14:00:00,49.76,17,23,19.0079,-98.9974,Morelos,114, 0.09, 0.00,11.32,22.02,11.20
Tlalnepantla de Baz,Poco nuboso,6,Sur,191.06,11.34,Lunes,2023-09-11 14:00:00,22.27,15,104,19.5385,-99.1952,Estado de México,114, 0.01, 0.00,13.42,21.61, 8.57
Tlalpan,Cielo cubierto,6,Sureste,138.50,11.57,Lunes,2023-09-11 14:00:00,38.95,9,12,19.2883,-99.1671,Ciudad de México,114, 0.16, 0.00,11.31,18.01,11.00
Tlalpujahua,Despejado,6,Noreste,30.47,12.68,Lunes,2023-09-11 14:00:00,30.10,16,93,19.8053,-100.1736,Michoacán de Ocampo,114, 0.03, 0.00,15.19,20.91,13.78
Tlaltenango,Cielo nublado,6,Sur,188.94,13.65,Lunes,2023-09-11 14:00:00,33.15,21,181,19.1700,-98.3443,Puebla,114, 0.03, 0.00, 9.39,21.25, 7.72
Tlaltenango de Sánchez Román,Despejado,6,Este,95.04,17.60,Lunes,2023-09-11 14:00:00,27.55,32,48,21.7830,-103.3058,Zacatecas,114, 0.00, 0.00,17.08,26.81, 6.68
Tlaltetela,Medio nublado,6,Este,92.58,24.39,Lunes,2023-09-11 14:00:00,57.22,30,24,19.3147,-96.9026,Veracruz de Ignacio de la Llave,114, 0.11, 0.00, 8.16,28.52, 6.90
Tlaltizapán de Zapata,Cielo cubierto,6,Suroeste,209.87,23.79,Lunes,2023-09-11 14:00:00,51.09,17,24,18.6830,-99.1182,Morelos,114, 0.03, 0.00, 5.97,28.74, 5.16
Tlanalapa,Poco nuboso,6,Noreste,48.53,12.48,Lunes,2023-09-11 14:00:00,29.40,13,72,19.8179,-98.6039,Hidalgo,114, 0.00, 0.00,15.56,20.86,13.82
Tlanchinol,Despejado,6,Este,74.76,24.94,Lunes,2023-09-11 14:00:00,38.69,13,73,20.9893,-98.6603,Hidalgo,114, 0.00, 0.00, 9.96,32.07, 9.65
Tlanepantla,Cielo nublado,6,Sur,188.46,16.93,Lunes,2023-09-11 14:00:00,30.95,21,182,18.8654,-97.8874,Puebla,114, 0.00, 0.00, 9.21,25.24, 7.08
Tlaola,Despejado,6,Noreste,47.31,20.85,Lunes,2023-09-11 14:00:00,54.00,21,183,20.1370,-97.9243,Puebla,114, 0.00, 0.00,11.23,25.28, 8.98
Tlapa de Comonfort,Cielo cubierto,6,Suroeste,213.07,13.79,Lunes,2023-09-11 14:00:00,53.12,12,66,17.5469,-98.5821,Guerrero,114, 0.26, 0.00, 6.12,18.10, 4.39
Tlapacoya,Despejado,6,Noreste,43.02,21.48,Lunes,2023-09-11 14:00:00,55.36,21,184,20.1232,-97.8514,Puebla,114, 0.00, 0.00, 9.92,25.75, 8.23
Tlapacoyan,Cielo nublado,6,Sur,190.63,23.76,Lunes,2023-09-11 14:00:00,45.39,30,183,19.9627,-97.2125,Veracruz de Ignacio de la Llave,114, 0.02, 0.00, 9.22,29.62, 8.64
Tlapanalá,Cielo nublado,6,Sur,185.76,19.52,Lunes,2023-09-11 14:00:00,37.80,21,185,18.6961,-98.5378,Puebla,114, 0.00, 0.00,12.26,26.51,10.74
Tlapehuala,Cielo cubierto,6,Noroeste,300.07,27.82,Lunes,2023-09-11 14:00:00,65.27,12,67,18.2398,-100.5416,Guerrero,114, 0.10, 0.00, 4.17,31.04, 3.10
Tlaquilpa,Cielo cubierto,6,Este,82.42,18.98,Lunes,2023-09-11 14:00:00,47.75,30,184,18.6123,-97.1189,Veracruz de Ignacio de la Llave,114, 0.00, 0.00,10.95,24.24, 8.49
Tlaquiltenango,Cielo cubierto,6,Sur,194.66,23.73,Lunes,2023-09-11 14:00:00,49.93,17,25,18.6300,-99.1627,Morelos,114, 0.00, 0.00, 4.64,28.86, 2.57
Tlatlauquitepec,Cielo nublado,6,Noreste,55.96,16.42,Lunes,2023-09-11 14:00:00,49.97,21,186,19.8513,-97.4966,Puebla,114, 0.00, 0.00,13.96,21.25,11.56
Tlatlaya,Cielo nublado,6,Suroeste,227.67,25.17,Lunes,2023-09-11 14:00:00,67.14,15,105,18.6178,-100.2078,Estado de México,114, 0.57, 0.00, 6.34,28.12, 4.92
Tlaxcala,Cielo nublado,6,Suroeste,234.56,13.51,Lunes,2023-09-11 14:00:00,31.43,29,33,19.3166,-98.2376,Tlaxcala,114, 0.01, 0.00, 7.22,21.48, 4.35
Tlaxco,Despejado,6,Noreste,61.31,23.48,Lunes,2023-09-11 14:00:00,59.37,21,187,20.4237,-98.0287,Puebla,114, 0.00, 0.00, 9.34,27.30, 7.56
Tlaxcoapan,Despejado,6,Noreste,31.96,14.06,Lunes,2023-09-11 14:00:00,23.64,13,74,20.0916,-99.2216,Hidalgo,114, 0.00, 0.00,16.91,24.12,16.25
Tlayacapan,Cielo cubierto,6,Suroeste,202.97,19.02,Lunes,2023-09-11 14:00:00,50.39,17,26,18.9566,-98.9831,Morelos,114, 0.07, 0.00,10.66,23.88, 9.98
Tlazazalca,Despejado,6,Noreste,56.16,20.37,Lunes,2023-09-11 14:00:00,29.75,16,94,19.9712,-102.0567,Michoacán de Ocampo,114, 0.00, 0.00,14.09,29.20, 6.13
Tlilapan,Cielo cubierto,6,Este,83.04,20.06,Lunes,2023-09-11 14:00:00,49.30,30,185,18.8057,-97.0991,Veracruz de Ignacio de la Llave,114, 0.08, 0.00,10.93,25.13, 7.76
Tláhuac,Cielo cubierto,6,Noroeste,306.74,14.46,Lunes,2023-09-11 14:00:00,27.41,9,11,19.2706,-99.0048,Ciudad de México,114, 0.03, 0.00,10.92,23.48, 7.14
Tocatlán,Cielo nublado,6,Noreste,65.09,11.05,Lunes,2023-09-11 14:00:00,33.95,29,35,19.3905,-98.0319,Tlaxcala,114, 0.00, 0.00, 8.08,18.33, 6.99
Tochimilco,Cielo nublado,6,Sur,176.31,16.37,Lunes,2023-09-11 14:00:00,41.62,21,188,18.8929,-98.5722,Puebla,114, 0.10, 0.00,13.20,22.51,11.01
Tochtepec,Cielo nublado,6,Sur,176.55,17.17,Lunes,2023-09-11 14:00:00,30.11,21,189,18.8401,-97.8257,Puebla,114, 0.01, 0.00, 8.40,25.70, 5.75
Tocumbo,Despejado,6,Suroeste,228.27,23.15,Lunes,2023-09-11 14:00:00,49.98,16,95,19.7033,-102.5210,Michoacán de Ocampo,114, 0.09, 0.00,13.74,28.27, 7.12
Tolcayuca,Despejado,6,Noreste,29.30,12.87,Lunes,2023-09-11 14:00:00,24.53,13,75,19.9566,-98.9218,Hidalgo,114, 0.00, 0.00,17.77,22.56,16.46
Tolimán,Poco nuboso,6,Sur,201.81,19.81,Lunes,2023-09-11 14:00:00,71.93,14,99,19.6000,-103.9144,Jalisco,114, 1.15,25.56, 8.02,22.16, 7.18
Toluca,Cielo nublado,6,Noreste,62.08,13.45,Lunes,2023-09-11 14:00:00,34.30,15,106,19.2935,-99.6573,Estado de México,114, 0.44, 0.00,12.14,20.91,11.03
Tomatlán,Cielo nublado,6,Este,99.39,21.81,Lunes,2023-09-11 14:00:00,52.78,30,186,19.0315,-97.0103,Veracruz de Ignacio de la Llave,114, 0.13, 0.00, 9.80,26.44, 7.99
Tonalá,Despejado,6,Sureste,145.02,21.42,Lunes,2023-09-11 14:00:00,27.22,14,101,20.6233,-103.2456,Jalisco,114, 0.00, 0.00,15.49,31.01, 2.23
Tonanitla,Poco nuboso,6,Sureste,156.32,12.60,Lunes,2023-09-11 14:00:00,21.25,15,125,19.6882,-99.0544,Estado de México,114, 0.00, 0.00,13.30,23.30, 8.16
Tonatico,Cielo cubierto,6,Sureste,139.37,20.86,Lunes,2023-09-11 14:00:00,62.03,15,107,18.8020,-99.6709,Estado de México,114, 0.39, 0.00, 6.48,24.28, 6.28
Tonaya,Despejado,6,Suroeste,204.49,22.06,Lunes,2023-09-11 14:00:00,42.88,14,102,19.7842,-103.9708,Jalisco,114, 0.24, 0.00,11.73,28.25, 5.69
Tonayán,Cielo nublado,6,Noreste,48.62,20.90,Lunes,2023-09-11 14:00:00,54.64,30,187,19.6829,-96.9215,Veracruz de Ignacio de la Llave,114, 0.30, 0.00, 9.30,25.25, 7.11
Tonila,Poco nuboso,6,Sur,198.06,23.31,Lunes,2023-09-11 14:00:00,66.67,14,103,19.4108,-103.5494,Jalisco,114, 0.99, 3.33, 9.86,26.29, 8.05
Topia,Poco nuboso,6,Suroeste,240.00,22.46,Lunes,2023-09-11 14:00:00,41.26,10,37,25.2090,-106.5712,Durango,114, 0.66, 2.76,19.10,29.04,12.38
Torreón,Despejado,6,Este,69.89,21.40,Lunes,2023-09-11 14:00:00,18.56,5,35,25.5418,-103.4531,Coahuila,114, 0.00, 0.00,13.51,33.97,10.25
Totatiche,Despejado,6,Noreste,67.33,18.51,Lunes,2023-09-11 14:00:00,27.10,14,104,21.9286,-103.4436,Jalisco,114, 0.00, 0.00,19.50,27.92, 4.34
Totolac,Cielo nublado,6,Sur,198.03,13.19,Lunes,2023-09-11 14:00:00,31.46,29,36,19.3256,-98.2584,Tlaxcala,114, 0.01, 0.00, 7.45,21.13, 5.15
Totolapa,Cielo nublado,6,Oeste,254.92,25.50,Lunes,2023-09-11 14:00:00,70.31,7,98,16.5447,-92.6804,Chiapas,114, 0.87,61.67, 7.20,28.16, 6.02
Totolapan,Cielo cubierto,6,Sur,197.46,17.31,Lunes,2023-09-11 14:00:00,51.76,17,27,18.9872,-98.9214,Morelos,114, 0.12, 0.00,11.56,21.92,10.66
Totoltepec de Guerrero,Cielo cubierto,6,Sureste,124.06,18.31,Lunes,2023-09-11 14:00:00,27.38,21,190,18.2225,-97.8551,Puebla,114, 0.00, 0.00,14.63,27.62,14.60
Totontepec Villa de Morelos,Medio nublado,6,Noreste,50.57,22.64,Lunes,2023-09-11 14:00:00,64.26,20,554,17.2586,-96.0274,Oaxaca,114, 0.80, 0.00, 8.68,25.86, 7.38
Tototlán,Despejado,6,Sur,171.06,21.66,Lunes,2023-09-11 14:00:00,25.58,14,105,20.5436,-102.7892,Jalisco,114, 0.00, 0.00,20.20,31.76, 7.94
Totutla,Medio nublado,6,Este,90.13,23.81,Lunes,2023-09-11 14:00:00,57.27,30,188,19.2113,-96.9613,Veracruz de Ignacio de la Llave,114, 0.07, 0.00, 8.47,27.90, 6.54
Trancoso,Despejado,6,Noreste,58.26,18.42,Lunes,2023-09-11 14:00:00,22.01,32,57,22.7354,-102.3660,Zacatecas,114, 0.00, 0.00,19.37,29.38,18.73
Tres Valles,Cielo nublado,6,Sur,159.40,29.04,Lunes,2023-09-11 14:00:00,64.03,30,207,18.2409,-96.1348,Veracruz de Ignacio de la Llave,114, 0.00, 3.16, 8.44,32.44, 6.80
